setup	msprime_seed	slim_burnin_seed	slim_demography_seed	deviating_pop	opt_of_dev_pop	opt_of_p6	opt_of_UK	w	fitness_w_dev_pop	fitness_w_UK	h2	2lm	strong_frac	frac_h2									
343	2145218781	570033285301179	835112073225900	4	1	0.22	0.12	3	3	3	0.5	1	0	0									
344	2145218781	570033285301179	669191466877237	5	1	0	0.46	3	3	3	0.5	1	0	0									
345	2145218781	570033285301179	57108151027932	-1	0	0	2	3	3	3	0.5	1	0	0									
346	2145218781	570033285301179	890069715445861	-1	0	2	0.88	3	3	3	0.5	1	0	0									
347	2145218781	570033285301179	3136075567454	3	1	1	1	3	3	3	0.5	1	0	0									
348	2145218781	570033285301179	365192607045174	4	1	1	1	3	3	3	0.5	1	0	0									
349	2145218781	570033285301179	902718457859010	5	1	0	1	3	3	3	0.5	1	0	0									
350	2145218781	570033285301179	486760176718235	3	1	0	0	3	3	3	0.5	1	0	0									
351	2145218781	570033285301179	351472778245807	4	1	0	0	3	3	3	0.5	1	0	0									
352	2145218781	570033285301179	163445133017376	5	1	0	0	3	3	3	0.5	1	0	0									
353	2145218781	570033285301179	829976463690400	3	1	0.78	2	3	3	3	0.5	1	0	0									
354	2145218781	570033285301179	954341702628881	4	1	0.22	2	3	3	3	0.5	1	0	0									
355	2145218781	570033285301179	105046170298010	5	1	0	2	3	3	3	0.5	1	0	0									
356	2374226738	769544005859643	908491802634671	-1	0	0	0	3	3	3	0.5	1	0	0									
357	2374226738	769544005859643	858790836529806	3	1	0.78	0.42	3	3	3	0.5	1	0	0									
358	2374226738	769544005859643	290252688108012	4	1	0.22	0.12	3	3	3	0.5	1	0	0									
359	2374226738	769544005859643	784210082842037	5	1	0	0.46	3	3	3	0.5	1	0	0									
360	2374226738	769544005859643	762114240555093	-1	0	0	2	3	3	3	0.5	1	0	0									
361	2374226738	769544005859643	260328837437555	-1	0	2	0.88	3	3	3	0.5	1	0	0									
362	2374226738	769544005859643	677729893708602	3	1	1	1	3	3	3	0.5	1	0	0									
363	2374226738	769544005859643	870469217654318	4	1	1	1	3	3	3	0.5	1	0	0									
364	2374226738	769544005859643	439594025956467	5	1	0	1	3	3	3	0.5	1	0	0									
365	2374226738	769544005859643	11696861358359	3	1	0	0	3	3	3	0.5	1	0	0									
366	2374226738	769544005859643	235660122008994	4	1	0	0	3	3	3	0.5	1	0	0									
367	2374226738	769544005859643	967926647281274	5	1	0	0	3	3	3	0.5	1	0	0									
368	2374226738	769544005859643	917745671933517	3	1	0.78	2	3	3	3	0.5	1	0	0									
369	2374226738	769544005859643	177086128853261	4	1	0.22	2	3	3	3	0.5	1	0	0									
370	2374226738	769544005859643	16230587847530	5	1	0	2	3	3	3	0.5	1	0	0									
371	4290437562	435298989992589	813376179896295	-1	0	0	0	3	3	3	0.5	1	0	0									
372	4290437562	435298989992589	884999652625993	3	1	0.78	0.42	3	3	3	0.5	1	0	0									
373	4290437562	435298989992589	317396739497781	4	1	0.22	0.12	3	3	3	0.5	1	0	0									
374	4290437562	435298989992589	94613419612869	5	1	0	0.46	3	3	3	0.5	1	0	0									
375	4290437562	435298989992589	681055558146909	-1	0	0	2	3	3	3	0.5	1	0	0									
376	4290437562	435298989992589	91469115111976	-1	0	2	0.88	3	3	3	0.5	1	0	0									
377	4290437562	435298989992589	602399448398501	3	1	1	1	3	3	3	0.5	1	0	0									
378	4290437562	435298989992589	612412057351321	4	1	1	1	3	3	3	0.5	1	0	0									
379	4290437562	435298989992589	197312562493607	5	1	0	1	3	3	3	0.5	1	0	0									
380	4290437562	435298989992589	73848759289830	3	1	0	0	3	3	3	0.5	1	0	0									
381	4290437562	435298989992589	15307471621781	4	1	0	0	3	3	3	0.5	1	0	0									
382	4290437562	435298989992589	592191384406760	5	1	0	0	3	3	3	0.5	1	0	0									
383	4290437562	435298989992589	180085806874558	3	1	0.78	2	3	3	3	0.5	1	0	0									
384	4290437562	435298989992589	304563866462558	4	1	0.22	2	3	3	3	0.5	1	0	0									
385	4290437562	435298989992589	488157411804423	5	1	0	2	3	3	3	0.5	1	0	0									
